,Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
283,324,Mario & Sonic at the London 2012 Olympic Games,Wii,2011,Sports,Sega,1.14,1.91,0.27,0.46,3.78
284,325,LEGO Indiana Jones: The Original Adventures,X360,2008,Action,Activision,2.4,1.03,0,0.36,3.78
285,326,Resident Evil Director's Cut,PS,1996,Action,Virgin Interactive,1.82,1.24,0.47,0.25,3.77
287,329,The Sims: Unleashed,PC,2002,Simulation,Electronic Arts,2.03,1.56,0,0.17,3.76
288,331,Harry Potter and the Sorcerer's Stone,PS,2001,Action,Electronic Arts,1.37,2,0.14,0.22,3.73
289,332,The Witcher 3: Wild Hunt,PS4,2015,Role-Playing,Namco Bandai Games,0.96,2,0.21,0.56,3.73
290,333,Resident Evil 3: Nemesis,PS,1999,Action,Eidos Interactive,1.3,0.77,1.54,0.11,3.72
291,335,FIFA Soccer 2005,PS2,2004,Sports,Electronic Arts,0.58,2.48,0.04,0.59,3.7
292,336,Pokémon Trading Card Game,GB,1998,Strategy,Nintendo,1.49,0.73,1.38,0.1,3.7
293,337,Battlefield 4,PS3,2013,Action,Electronic Arts,1.3,1.51,0.27,0.61,3.69
294,338,MySims,DS,2007,Simulation,Electronic Arts,1.59,1.61,0.08,0.41,3.69
296,340,Tony Hawk's Pro Skater 4,PS2,2002,Sports,Activision,2.13,1.18,0.01,0.35,3.67
297,341,Midnight Club 3: DUB Edition,PSP,2005,Racing,Take-Two Interactive,1.65,1.22,0,0.79,3.66
298,343,SOCOM: U.S. Navy SEALs,PS2,2002,Action,Sony Computer Entertainment,2.53,0.81,0.06,0.24,3.65
300,345,Gran Turismo 6,PS3,2013,Racing,Sony Computer Entertainment,0.71,1.8,0.4,0.74,3.64
301,347,Pokemon Snap,N64,1999,Simulation,Nintendo,2.23,0.68,0.66,0.06,3.63
302,348,FIFA Soccer 10,PS3,2009,Sports,Electronic Arts,0.6,2.46,0.05,0.52,3.63
303,349,Pro Evolution Soccer 2008,PS2,2007,Sports,Konami Digital Entertainment,0.05,0,0.64,2.93,3.63
304,350,Call of Duty: Ghosts,PS4,2013,Action,Activision,1.78,1.42,0.05,0.38,3.63
305,351,Resident Evil 4,PS2,2005,Action,Capcom,2.08,0.83,0.46,0.25,3.62
306,352,Tom Clancy's The Division,PS4,2016,Action,Ubisoft,1.28,1.61,0.15,0.57,3.61
307,353,Star Wars: Battlefront,PS2,2004,Action,LucasArts,1.93,1.22,0.03,0.44,3.61
308,354,Doom II: Hell on Earth,PC,1994,Action,Virgin Interactive,2.05,1.4,0,0.16,3.61
309,355,The Simpsons: Road Rage,PS2,2001,Racing,Electronic Arts,2.02,1.17,0,0.42,3.61
310,356,Cooking Mama 2: Dinner With Friends,DS,2007,Simulation,505 Games,1.61,1.5,0.1,0.39,3.61
311,357,Luigi's Mansion,GC,2001,Action,Nintendo,2.38,0.67,0.46,0.1,3.6
312,358,Star Wars: Battlefront II,PS2,2005,Action,LucasArts,2.18,1.02,0.03,0.37,3.59
313,359,WWF SmackDown!,PS,2000,Action,THQ,2.01,1.35,0.06,0.16,3.58
314,361,Grand Theft Auto: Liberty City Stories,PS2,2006,Action,Take-Two Interactive,1.56,1.4,0.07,0.5,3.54
315,362,The Getaway,PS2,2002,Action,Sony Computer Entertainment,1.23,1.77,0.05,0.49,3.54
316,363,Tomb Raider III: Adventures of Lara Croft,PS,1997,Action,Eidos Interactive,1.66,1.58,0.12,0.18,3.54
317,364,James Bond 007: Agent Under Fire,PS2,2001,Action,Electronic Arts,1.9,1.13,0.1,0.41,3.53
318,365,LEGO Star Wars: The Video Game,PS2,2005,Action,Eidos Interactive,1.98,1.14,0.01,0.41,3.53
319,366,Battlefield 4,X360,2013,Action,Electronic Arts,2.14,1.08,0.02,0.29,3.53
320,367,FIFA Soccer 11,X360,2010,Sports,Electronic Arts,0.71,2.4,0.02,0.4,3.53
321,368,Rugrats in Paris: The Movie,PS,2000,Action,THQ,1.96,1.33,0,0.23,3.52
322,370,Left 4 Dead,X360,2008,Action,Electronic Arts,2.66,0.5,0.05,0.3,3.52
323,371,Mario & Sonic at the Olympic Winter Games,DS,2009,Sports,Sega,1.22,1.66,0.27,0.38,3.52
324,372,Resident Evil 5,X360,2009,Action,Capcom,2.11,0.94,0.12,0.34,3.51
325,374,Assassin's Creed: Brotherhood,X360,2010,Action,Ubisoft,2.84,0.39,0.03,0.24,3.5
326,375,Kung Fu,NES,1985,Action,Nintendo,1.64,0.38,1.42,0.06,3.5
327,376,Batman: Arkham Asylum,X360,2009,Action,Eidos Interactive,2.2,0.97,0.02,0.31,3.5
329,378,FIFA Soccer 2004,PS2,,Sports,Electronic Arts,0.59,2.36,0.04,0.51,3.49
330,379,Star Wars Battlefront (2015),XOne,2015,Action,Electronic Arts,1.94,1.22,0.02,0.31,3.49
331,380,Battlefield: Bad Company 2,X360,2010,Action,Electronic Arts,2.09,1.02,0.04,0.32,3.48
333,382,Assassin's Creed: Unity,XOne,2014,Action,Ubisoft,2.26,0.89,0,0.3,3.46
334,383,Far Cry 3,PS3,2012,Action,Ubisoft,0.88,1.75,0.1,0.72,3.45
335,384,Monster Hunter 4,3DS,2013,Role-Playing,Capcom,0,0,3.44,0,3.44
336,385,Borderlands,X360,2009,Action,Take-Two Interactive,2.39,0.73,0.03,0.29,3.44
337,386,Tekken 4,PS2,2002,Action,Namco Bandai Games,1.55,1.27,0.33,0.29,3.44
338,387,Battlefield 4,PS4,2013,Action,Electronic Arts,1.34,1.54,0.17,0.38,3.43
339,389,Grand Theft Auto 2,PS,1998,Action,Take-Two Interactive,1.13,2.07,0,0.22,3.42
340,390,Final Fantasy III,SNES,1994,Role-Playing,SquareSoft,0.86,0,2.55,0.02,3.42
341,391,Spider-Man 2,PS2,2004,Action,Activision,1.75,1.2,0.02,0.43,3.41
342,392,F-1 Race,GB,1990,Racing,Nintendo,1.73,0.69,0.59,0.4,3.41
343,393,FIFA Soccer 2003,PS2,2002,Sports,Electronic Arts,0.46,2.28,0.05,0.61,3.4
345,395,LEGO Batman: The Videogame,X360,2008,Action,Warner Bros. Interactive Entertainment,2.03,1.03,0,0.32,3.38
346,396,Metal Gear Solid V: The Phantom Pain,PS4,2015,Action,Konami Digital Entertainment,1.08,1.35,0.48,0.47,3.38
347,397,The Legend of Zelda: Spirit Tracks,DS,2009,Action,Nintendo,1.43,0.94,0.74,0.27,3.38
348,398,WWF War Zone,PS,1998,Action,Acclaim Entertainment,2.47,0.76,0,0.13,3.36
349,399,The Legend of Zelda: Majora's Mask,N64,2000,Action,Nintendo,1.9,0.67,0.73,0.06,3.36
350,400,Professor Layton and the Unwound Future,DS,2008,Strategy,Nintendo,0.65,1.61,0.82,0.28,3.36
351,401,Rugrats: Search For Reptar,PS,1998,Adventure,THQ,1.63,1.53,0,0.18,3.34
352,402,Assassin's Creed IV: Black Flag,X360,2013,Action,Ubisoft,1.9,1.14,0.01,0.29,3.34
354,404,James Bond 007: Nightfire,PS2,2002,Action,Electronic Arts,1.45,1.29,0.12,0.46,3.33
356,407,Star Wars Episode III: Revenge of the Sith,PS2,2005,Action,LucasArts,1.47,1.39,0.03,0.43,3.32
357,408,Max Payne,PS2,2001,Action,Take-Two Interactive,1.99,1.05,0.05,0.22,3.31
358,409,The Lord of the Rings: The Return of the King,PS2,2003,Action,Electronic Arts,1.5,1.28,0.05,0.46,3.28
359,410,Assassin's Creed Syndicate,PS4,2015,Action,Ubisoft,0.8,1.92,0.06,0.5,3.28
360,411,Destiny,XOne,2014,Action,Activision,2.13,0.92,0,0.23,3.28
361,412,True Crime: Streets of LA,PS2,2003,Action,Activision,1.89,1.05,0.02,0.31,3.27
363,414,Gran Turismo (PSP),PSP,2009,Racing,Sony Computer Entertainment,0.5,1.59,0.31,0.87,3.27
364,415,Monster Hunter X,3DS,2015,Action,Capcom,0.25,0.19,2.78,0.04,3.26
365,416,Tekken,PS,1995,Action,Sony Computer Entertainment,0.95,1.3,0.77,0.22,3.24
366,417,FIFA 16,XOne,2015,Sports,Electronic Arts,0.88,2.11,0,0.23,3.23
367,418,L.A. Noire,PS3,2011,Adventure,Take-Two Interactive,1.27,1.33,0.12,0.51,3.23
368,419,Madden NFL 16,PS4,2015,Sports,Electronic Arts,2.33,0.3,0,0.59,3.22
369,420,Yokai Watch 2 Ganso/Honke,3DS,2014,Role-Playing,Nintendo,0.03,0,3.18,0,3.22
370,421,007: Tomorrow Never Dies,PS,1999,Action,Electronic Arts,1.72,1.33,0,0.16,3.21
371,422,Baseball,NES,1983,Sports,Nintendo,0.73,0.1,2.35,0.02,3.2
372,423,Killer Instinct,SNES,1995,Action,Nintendo,2.26,0.72,0.12,0.1,3.2
373,424,WWF SmackDown! 2: Know Your Role,PS,2000,Action,THQ,1.76,1.21,0.07,0.16,3.2
374,425,Crisis Core: Final Fantasy VII,PSP,2007,Role-Playing,Square Enix,1.35,0.6,0.8,0.44,3.19
375,426,God of War: Chains of Olympus,PSP,2008,Action,Sony Computer Entertainment,1.48,1.01,0.04,0.66,3.19
376,427,Dragon Quest VI: Maboroshi no Daichi,SNES,1995,Role-Playing,Enix Corporation,0,0,3.19,0,3.19
378,429,Enter the Matrix,PS2,2003,Action,Atari,1.78,1.12,0.09,0.19,3.18
379,431,Fallout: New Vegas,PS3,2010,Role-Playing,Bethesda Softworks,1.52,1.08,0.1,0.47,3.17
380,432,LEGO Batman: The Videogame,Wii,,Action,Warner Bros. Interactive Entertainment,1.86,1.02,0,0.29,3.17
382,434,Ace Combat 04: Shattered Skies,PS2,2001,Simulation,Sony Computer Entertainment Europe,2.06,0.56,0.38,0.17,3.17
383,435,Club Penguin: Elite Penguin Force,DS,2008,Adventure,Disney Interactive Studios,1.88,0.98,0,0.3,3.16
384,436,Animal Crossing,GC,2001,Simulation,Nintendo,1.92,0.16,0.99,0.09,3.15
385,437,LEGO Batman: The Videogame,DS,2008,Action,Warner Bros. Interactive Entertainment,1.79,1.06,0,0.29,3.15
386,439,Resident Evil 6,PS3,2012,Action,Capcom,0.88,0.97,0.88,0.42,3.15
387,440,Halo: The Master Chief Collection,XOne,2014,Action,Microsoft Game Studios,1.89,0.99,0.03,0.24,3.15
388,441,FIFA Soccer 08,PS2,2007,Sports,Electronic Arts,0.68,0,0,2.46,3.14
389,442,Spider-Man,PS,2000,Action,Activision,1.7,1.25,0.02,0.16,3.13
390,443,Need for Speed III: Hot Pursuit,PS,1998,Racing,Electronic Arts,2.14,0.86,0,0.13,3.12
391,444,Star Wars Episode I Racer,N64,1999,Racing,Nintendo,2.31,0.62,0.14,0.04,3.12
393,446,The Elder Scrolls IV: Oblivion,PS3,2007,Role-Playing,Ubisoft,1.69,0.87,0.14,0.42,3.12
394,447,Dragon Warrior IV,NES,1990,Role-Playing,Enix Corporation,0.08,0,3.03,0.01,3.12
395,448,Heavy Rain,PS3,2010,Adventure,Sony Computer Entertainment,1.29,1.27,0.06,0.5,3.12
396,449,Mass Effect 2,X360,2010,Role-Playing,Electronic Arts,1.99,0.82,0.03,0.27,3.11
397,450,FIFA 15,X360,2014,Sports,Electronic Arts,0.78,2.02,0,0.3,3.11
398,451,Dragon Ball Z: Budokai,PS2,2002,Action,Atari,2.17,0.28,0.55,0.08,3.09
399,452,Madden NFL 2002,PS2,2001,Sports,Electronic Arts,2.5,0.16,0.01,0.42,3.08
400,453,World Class Track Meet,NES,1986,Sports,Namco Bandai Games,1.92,0.45,0.64,0.07,3.08
401,454,Borderlands 2,X360,2012,Action,Take-Two Interactive,1.89,0.91,0.04,0.24,3.07
402,455,The Legend of Zelda: A Link Between Worlds,3DS,2013,Action,Nintendo,1.4,0.99,0.46,0.22,3.07
403,457,The Sims: Vacation,PC,2002,Simulation,Electronic Arts,1.72,1.21,0,0.14,3.07
404,458,Mass Effect 3,X360,2012,Role-Playing,Electronic Arts,1.94,0.86,0.03,0.24,3.07
405,459,Kung Fu Panda,X360,2008,Action,Activision,1.91,0.84,0,0.29,3.05
406,460,Far Cry 3,X360,2012,Action,Ubisoft,1.38,1.35,0.02,0.28,3.04
407,462,Saints Row 2,X360,2008,Action,THQ,1.94,0.8,0.02,0.27,3.03
408,464,Killzone 2,PS3,2009,Action,Sony Computer Entertainment,1.4,1.07,0.08,0.47,3.02
409,465,Tom Clancy's Splinter Cell,XB,2002,Action,Ubisoft,1.85,1.04,0,0.13,3.02
410,466,Mike Tyson's Punch-Out!!,NES,1987,Action,Nintendo,2.03,0.47,0.45,0.07,3.02
411,467,WWE SmackDown! Shut Your Mouth,PS2,2002,Sports,THQ,1.45,1.13,0.07,0.38,3.02
412,468,Gears of War: Ultimate Edition,XOne,2015,Action,Microsoft Game Studios,2.38,0.32,0,0.31,3
413,469,NBA 2K13,X360,2012,Sports,Take-Two Interactive,2.6,0.21,0.01,0.19,3
414,470,Dragon Ball Z: Budokai Tenkaichi 3,PS2,2007,Action,Atari,1.15,0,0.76,1.09,3
415,471,wwe Smackdown vs. Raw 2006,PS2,,Action,,1.57,1.02,0,0.41,3
416,472,Middle-Earth: Shadow of Mordor,PS4,2014,Action,Warner Bros. Interactive Entertainment,1.01,1.41,0.05,0.53,2.99
417,473,Star Fox,SNES,1993,Action,Nintendo,1.61,0.51,0.8,0.07,2.99
419,475,World Soccer Winning Eleven 6 International,PS2,2002,Sports,Konami Digital Entertainment,0.12,1.26,1.16,0.45,2.99
420,476,Devil May Cry,PS2,2001,Action,Capcom,1.36,0.86,0.64,0.13,2.99
421,477,Animal Crossing: Happy Home Designer,3DS,2015,Simulation,Nintendo,0.47,1,1.39,0.12,2.98
422,478,Battlefield: Bad Company 2,PS3,2010,Action,Electronic Arts,1.33,1.12,0.08,0.45,2.97
423,479,The Sims 4,PC,2014,Simulation,Electronic Arts,0.96,1.72,0,0.29,2.97
424,480,Star Wars: The Old Republic,PC,2011,Role-Playing,Electronic Arts,1.58,1.01,0,0.38,2.97
425,483,Hitman 2: Silent Assassin,PS2,2002,Action,Eidos Interactive,1.36,1.15,0.04,0.41,2.96
426,484,Street Fighter IV,X360,2009,Action,Capcom,1.82,0.71,0.15,0.26,2.95
427,485,Wave Race 64,N64,1996,Racing,Nintendo,1.98,0.58,0.34,0.04,2.94
428,486,SOCOM II: U.S. Navy SEALs,PS2,2003,Action,Sony Computer Entertainment,2.22,0.51,0.06,0.15,2.94
429,487,WWE SmackDown! vs. RAW 2006,PS2,2005,Action,THQ,1.45,1.11,0.04,0.33,2.94
430,488,inFAMOUS,PS3,2009,Action,Sony Computer Entertainment,1.76,0.69,0.12,0.37,2.94
431,489,Pac-Man Collection,GBA,2001,Strategy,Atari,2.07,0.77,0.05,0.05,2.94
432,490,Mass Effect,X360,2007,Role-Playing,Microsoft Game Studios,1.83,0.8,0.03,0.27,2.93
433,491,WarioWare: Smooth Moves,Wii,2006,Strategy,Nintendo,0.87,1.06,0.73,0.26,2.92
434,492,Cooking Mama: Cook Off,Wii,2007,Simulation,505 Games,1.43,1.13,0.05,0.3,2.91
435,494,FIFA 14,PS4,2013,Sports,Electronic Arts,0.61,1.85,0.11,0.33,2.9
436,495,Titanfall,XOne,2014,Action,Electronic Arts,1.84,0.8,0.04,0.22,2.9
438,497,Sega Superstars Tennis,X360,2008,Sports,Sega,1.75,0.86,0,0.28,2.9
439,498,World Soccer Winning Eleven 7 International,PS2,2003,Sports,Konami Digital Entertainment,0.08,1.24,1.13,0.45,2.9
440,499,Need for Speed: Most Wanted,PS3,2012,Racing,Electronic Arts,0.71,1.51,0.06,0.61,2.89
441,500,Hot Shots Golf 3,PS2,2001,Sports,Sony Computer Entertainment,0.99,0.32,1.38,0.2,2.89
442,501,Call of Duty: Finest Hour,PS2,2004,Action,Activision,1.51,1.12,0.01,0.24,2.89
443,502,Zumba Fitness 2,Wii,2011,Sports,Majesco Entertainment,1.54,1.07,0,0.28,2.88
444,503,Syphon Filter,PS,1999,Action,Sony Computer Entertainment,2.03,0.72,0.02,0.11,2.88
445,504,Imagine: Babyz,DS,2007,Simulation,Ubisoft,1.3,1.27,0,0.31,2.88
446,505,Colin McRae Rally,PS,1998,Racing,Codemasters,0.09,2.43,0.12,0.22,2.87
447,506,Call of Duty: Ghosts,XOne,2013,Action,Activision,1.87,0.77,0,0.22,2.86
448,507,Madden NFL 13,X360,2012,Sports,Electronic Arts,2.53,0.16,0,0.17,2.86
449,508,The Elder Scrolls III: Morrowind,XB,2002,Role-Playing,Ubisoft,2.09,0.63,0.03,0.11,2.86
450,509,Mortal Kombat,PS3,2011,Action,Warner Bros. Interactive Entertainment,1.98,0.55,0,0.32,2.85
451,510,F-Zero,SNES,1990,Racing,Nintendo,1.37,0.51,0.89,0.07,2.85
452,512,Command & Conquer: Red Alert,PC,1996,Strategy,Virgin Interactive,1.37,1.34,0,0.14,2.85
453,513,Skylanders: Spyro's Adventure,Wii,2011,Action,Activision,1.4,1.14,0,0.31,2.85
454,514,FIFA 16,PS3,2015,Sports,Electronic Arts,0.4,1.98,0.05,0.42,2.85
455,515,Assassin's Creed: Brotherhood,PS3,2010,Action,Ubisoft,1.87,0.57,0.11,0.3,2.84
456,516,BioShock,X360,2007,Action,Take-Two Interactive,1.65,0.86,0.05,0.28,2.83
457,517,Madden NFL 10,X360,2009,Sports,Electronic Arts,2.52,0.09,0,0.22,2.83
458,518,Medal of Honor,PS3,2010,Action,Electronic Arts,1.28,1.05,0.07,0.43,2.83
459,519,WWE SmackDown! vs. Raw,PS2,2002,Action,THQ,1.32,1.08,0.04,0.39,2.83
460,520,Metroid Prime,GC,2002,Action,Nintendo,1.96,0.67,0.1,0.09,2.82
461,521,Finding Nemo,GBA,2003,Action,THQ,1.59,1.05,0.04,0.14,2.82
462,522,Myst,PC,1994,Adventure,Red Orb,0.02,2.79,0,0,2.81
463,523,Need for Speed: Hot Pursuit,PS3,2010,Racing,Electronic Arts,1.05,1.25,0.03,0.48,2.81
464,524,Imagine: Fashion Designer,DS,2007,Simulation,Ubisoft,1.32,1.19,0,0.3,2.81
465,525,WWE SmackDown! Here Comes the Pain,PS2,2003,Action,THQ,1.32,1.06,0.04,0.38,2.8
466,526,Star Wars: The Force Unleashed,X360,2008,Action,LucasArts,1.74,0.8,0,0.26,2.8
467,528,Hot Shots Golf,PS,1997,Sports,Sony Computer Entertainment,0.29,0.2,2.13,0.18,2.79
468,529,Killzone 3,PS3,2011,Action,Sony Computer Entertainment,1.45,0.88,0.09,0.38,2.79
469,531,WWF SmackDown! Just Bring It,PS2,2001,Action,THQ,1.19,1.15,0.04,0.41,2.79
470,532,Dragon Quest V: Tenkuu no Hanayome,SNES,1992,Role-Playing,Enix Corporation,0,0,2.78,0.01,2.79
471,533,Mortal Kombat Trilogy,PS,1996,Action,GT Interactive,1.98,0.7,0,0.11,2.79
472,534,Battlefield 3,PC,2011,Action,Electronic Arts,0.89,1.43,0,0.48,2.79
473,535,NBA Street,PS2,2001,Sports,Electronic Arts,2.19,0.22,0,0.38,2.79
474,536,Professor Layton and the Last Specter,DS,2009,Strategy,Nintendo,0.3,1.47,0.68,0.34,2.79
475,537,Monster Hunter Tri,3DS,2011,Role-Playing,Nintendo,0.46,0.29,1.96,0.07,2.79
476,539,inFAMOUS: Second Son,PS4,2014,Action,Sony Computer Entertainment,1.27,0.97,0.07,0.47,2.78
477,541,Tekken 6,PS3,2009,Action,Namco Bandai Games,1.2,0.98,0.17,0.43,2.78
478,542,The Sims,PS2,2003,Simulation,Electronic Arts,1.41,1.12,0,0.24,2.77
479,544,Saints Row: The Third,X360,2011,Action,THQ,1.25,1.15,0.07,0.3,2.77
480,545,Missile Command,2600,1980,Action,Atari,2.56,0.17,0,0.03,2.76
482,547,Assassin's Creed IV: Black Flag,PS4,2013,Action,Ubisoft,1.07,1.31,0.06,0.31,2.74
483,548,Pokémon Stadium 2,N64,2000,Strategy,Nintendo,1.02,0.36,1.13,0.23,2.73
484,549,Metroid,NES,1986,Action,Nintendo,1.33,0.31,1.04,0.05,2.73
485,550,L.A. Noire,X360,2011,Adventure,Take-Two Interactive,1.52,0.94,0.02,0.24,2.72
486,551,Call of Duty 3,X360,2006,Action,Activision,1.49,0.93,0.02,0.27,2.71
487,552,The Legend of Zelda: A Link to the Past,GBA,2002,Action,Nintendo,1.75,0.52,0.33,0.1,2.7
488,553,Onimusha: Warlords,PS2,2001,Action,Virgin Interactive,0.99,0.48,1.09,0.14,2.7
489,554,Mortal Kombat X,PS4,2015,Action,Warner Bros. Interactive Entertainment,1.47,0.76,0,0.47,2.7
491,556,Madden NFL 12,X360,2011,Sports,Electronic Arts,2.42,0.11,0,0.16,2.69
492,557,LEGO Star Wars II: The Original Trilogy,PS2,2006,Action,LucasArts,1.85,0.64,0.01,0.19,2.69
493,558,Madden NFL 11,X360,2010,Sports,Electronic Arts,2.38,0.12,0,0.18,2.69
494,559,Mario vs. Donkey Kong: Mini-Land Mayhem!,DS,2010,Strategy,Nintendo,1.63,0.52,0.35,0.18,2.69
495,560,Skate 3,X360,2010,Sports,Electronic Arts,1.46,0.98,0,0.24,2.68
496,561,Burnout 3: Takedown,PS2,2004,Racing,Electronic Arts,1.23,1.11,0,0.34,2.68
497,562,Yokai Watch 2 Shinuchi,3DS,2014,Role-Playing,Level 5,0,0,2.68,0,2.68
498,563,Need for Speed: Shift,PS3,2009,Racing,Electronic Arts,0.69,1.41,0.04,0.53,2.68
499,564,Final Fantasy XIII-2,PS3,2011,Role-Playing,Square Enix,0.78,0.75,0.89,0.26,2.68
500,565,Mortal Kombat,GEN,1992,Action,Arena Entertainment,1.95,0.63,0,0.09,2.67
501,566,Call Of Duty 2: Big Red One,PS2,2005,Action,Activision,1.48,0.92,0.01,0.26,2.67
503,568,Medal of Honor,PS,1998,Action,Electronic Arts,1.44,1.09,0,0.14,2.67
504,569,Fable,XB,2004,Role-Playing,Microsoft Game Studios,1.99,0.58,0,0.09,2.66
505,570,Hannah Montana,DS,2006,Action,Disney Interactive Studios,1.59,0.8,0,0.26,2.65
506,571,Tom Clancy's Splinter Cell,PS2,2003,Action,Ubisoft,1.15,1.11,0,0.4,2.65
507,572,Skylanders Giants,Wii,2012,Action,Activision,1.56,0.88,0,0.22,2.65
508,573,Medal of Honor Heroes,PSP,2006,Action,Electronic Arts,0.86,1.11,0.01,0.66,2.65
509,575,Star Wars: Shadows of the Empire,N64,1996,Action,Nintendo,2,0.5,0.12,0.03,2.65
510,576,LEGO Star Wars: The Complete Saga,X360,2007,Action,LucasArts,1.53,0.87,0,0.24,2.64
511,577,Midnight Club: Street Racing,PS2,2000,Racing,Take-Two Interactive,2,0.47,0.02,0.14,2.63
512,578,Pac-Man: Adventures in Time,PSP,2006,Action,Sony Computer Entertainment,0.76,1.1,0.12,0.65,2.63
513,579,Halo Wars,X360,2009,Strategy,Microsoft Game Studios,1.53,0.82,0.04,0.24,2.63
514,580,God of War Collection,PS3,2009,Action,Sony Computer Entertainment,1.7,0.46,0.06,0.41,2.63
515,581,ESPN NFL 2K5,PS2,2004,Sports,Sega,2.15,0.12,0,0.36,2.62
516,582,Mario Strikers Charged,Wii,2007,Sports,Nintendo,1.07,1.06,0.24,0.25,2.62
517,583,Medal of Honor,X360,2010,Action,Electronic Arts,1.55,0.81,0.04,0.21,2.62
518,584,FIFA Soccer 10,X360,2009,Sports,Electronic Arts,0.59,1.79,0.01,0.23,2.62
519,585,NBA 2K12,X360,2011,Sports,Take-Two Interactive,2.31,0.14,0.01,0.16,2.62
520,586,Style Savvy,DS,2008,Simulation,Nintendo,0.63,0.84,0.96,0.19,2.61
521,587,Harry Potter and the Chamber of Secrets,PS2,2002,Action,Electronic Arts,0.9,1.22,0.04,0.44,2.61
522,589,Streets of Rage,GEN,1990,Action,Sega,1.86,0.55,0.11,0.08,2.6
523,590,FIFA Soccer 09,PS3,2008,Sports,Electronic Arts,0.48,1.63,0.04,0.43,2.59
524,592,NBA Live 2005,PS2,2004,Sports,Electronic Arts,2.03,0.21,0,0.35,2.59
525,594,Killzone: Shadow Fall,PS4,2013,Action,Sony Computer Entertainment,0.89,1.33,0.07,0.28,2.58
526,595,Ghostbusters: The Video Game (DS Version),X360,2009,Action,Take-Two Interactive,1.04,1.24,0.03,0.27,2.58
527,596,Monster Hunter Freedom 2,PSP,2007,Role-Playing,Capcom,0.37,0.27,1.75,0.18,2.58
528,597,WWE SmackDown vs. RAW 2007,PS2,2006,Action,THQ,1.4,0.88,0.03,0.26,2.58
530,600,Dragon Age: Origins,X360,2009,Role-Playing,Electronic Arts,1.76,0.56,0.03,0.22,2.57
531,601,Madden NFL 08,PS2,2007,Sports,Electronic Arts,2.14,0.08,0,0.35,2.57
532,603,Dragon Warrior II,NES,1987,Role-Playing,Enix Corporation,0.15,0,2.41,0,2.56
533,604,Madden NFL 13,PS3,2012,Sports,Electronic Arts,2.11,0.23,0,0.22,2.56
534,605,Pokémon Colosseum,GC,2003,Role-Playing,Nintendo,1.21,0.57,0.7,0.07,2.54
535,606,Deca Sports,Wii,2008,Sports,Konami Digital Entertainment,1.13,0.87,0.29,0.25,2.54
536,607,Madden NFL 09,X360,2008,Sports,Electronic Arts,2.21,0.12,0,0.2,2.54
537,608,Space Invaders,2600,,Action,Atari,2.36,0.14,0,0.03,2.53
538,609,Crazy Taxi,PS2,2001,Racing,Acclaim Entertainment,1.13,1.12,0.06,0.22,2.52
539,610,Perfect Dark,N64,2000,Action,Nintendo,1.55,0.75,0.16,0.06,2.52
541,612,Dragon Warrior,NES,1986,Role-Playing,Capcom,0.49,0,0.52,1.51,2.52
542,613,Tomb Raider (2013),PS3,2013,Action,Square Enix,0.6,1.31,0.08,0.52,2.51
543,614,Marvel: Ultimate Alliance,X360,2006,Role-Playing,Activision,2.29,0.02,0,0.19,2.5
544,615,PES 2009: Pro Evolution Soccer,PS2,2008,Sports,Konami Digital Entertainment,0.13,0.07,0.26,2.05,2.5
546,617,Saints Row: The Third,PS3,2011,Action,THQ,0.86,1.06,0.18,0.39,2.49
547,618,Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,XB,2003,Action,Take-Two Interactive,1.84,0.56,0,0.09,2.49
548,619,LEGO Harry Potter: Years 1-4,Wii,2010,Action,Warner Bros. Interactive Entertainment,1.29,0.97,0,0.23,2.49
549,620,Mortal Kombat: Deadly Alliance,PS2,2002,Action,Midway Games,1.81,0.52,0,0.15,2.49
550,621,Resistance 2,PS3,2008,Action,Sony Computer Entertainment,1.15,0.85,0.1,0.39,2.48
551,622,Pure,X360,2008,Racing,Disney Interactive Studios,1.38,0.85,0,0.25,2.48
552,623,Tomb Raider: The Last Revelation,PS,1998,Action,Eidos Interactive,1.15,1.14,0.06,0.13,2.48
553,624,NBA 2K13,PS3,2012,Sports,Take-Two Interactive,1.72,0.44,0.05,0.27,2.48
555,626,NBA 2K14,X360,2013,Sports,Take-Two Interactive,2.1,0.2,0,0.17,2.47
558,629,Midnight Club: Los Angeles,PS3,2008,Racing,Take-Two Interactive,1.55,0.54,0.05,0.31,2.45
559,630,Final Fantasy V,SNES,1992,Role-Playing,SquareSoft,0,0,2.43,0.02,2.45
560,631,Final Fantasy Tactics,PS,1997,Role-Playing,SquareSoft,0.93,0.12,1.34,0.06,2.45
561,632,Twisted Metal 2,PS,1996,Racing,Sony Computer Entertainment,2.12,0.25,0,0.07,2.44
562,633,Halo: Combat Evolved Anniversary,X360,2011,Action,Microsoft Game Studios,1.44,0.73,0.04,0.22,2.44
563,634,Need for Speed Carbon: Own the City,PSP,2006,Racing,Electronic Arts,0.87,0.98,0,0.59,2.44
564,635,The Sims: Bustin' Out,PS2,2003,Simulation,Electronic Arts,1.07,1.19,0,0.18,2.43
565,636,Riven: The Sequel to Myst,PC,1997,Adventure,Red Orb,1.52,0.82,0,0.1,2.43
